duration timestamp
3 	 1527.9244520664215
3 	 2029.3365870714188
2 	 2531.5513709783554
1 	 3034.9238950014114
2 	 3536.5876519680023
1 	 4038.855700969696
1 	 4541.850763082504
1 	 5043.233299970627
1 	 5545.6033680438995
1 	 6048.607086062431
2 	 6551.047047972679
1 	 7054.278648018837
2 	 7555.6523270606995
1 	 8057.960317015648
1 	 8559.406270980835
1 	 9063.265318989754
2 	 9566.688186049461
1 	 10070.27212202549
1 	 325881.1418130398
1 	 325881.34816896915
1 	 325881.708638072
1 	 325881.9220430851
1 	 325882.0660470724
1 	 325882.18783700466
1 	 325882.3038250208
1 	 325882.4216120243
1 	 325882.5379320383
1 	 325882.6604939699
1 	 325882.77686202526
1 	 325882.89144706726
1 	 325883.1358370781
1 	 325883.27443003654
1 	 325883.3899819851
1 	 325883.498265028
1 	 325883.6083999872
1 	 325883.71751606464
1 	 325883.8240020275
1 	 325883.92980003357
1 	 325884.0318160057
1 	 325884.1447390318
1 	 325884.25296008587
1 	 325884.3565700054
1 	 325884.4667440653
1 	 325884.572969079
1 	 325884.67737197876
1 	 325884.7797540426
1 	 325884.8859990835
1 	 325884.99163401127
1 	 325885.09573698044
1 	 325885.20143699646
1 	 325885.3068740368
1 	 325885.4079220295
1 	 325885.5128840208
1 	 325885.6236310005
1 	 325885.7282190323
1 	 325885.82985401154
1 	 325885.9381799698
1 	 325886.0516409874
1 	 325886.1701769829
1 	 325886.2807509899
1 	 325886.3877080679
1 	 325886.56826508045
1 	 325886.75867700577
1 	 325886.88264000416
1 	 325886.99693500996
1 	 325887.1121740341
1 	 325887.22176396847
1 	 325887.3338910341
1 	 325887.4524919987
1 	 325887.55700302124
1 	 325887.67309200764
1 	 325887.7795289755
1 	 325887.8800280094
1 	 325887.9847750664
1 	 325888.09275996685
1 	 325888.27402305603
1 	 325888.4152870178
1 	 325888.53160107136
1 	 325888.6464680433
1 	 325888.75700104237
1 	 325888.8618990183
1 	 325888.9651310444
1 	 325889.07147705555
1 	 325889.17865002155
1 	 325889.2818260193
1 	 325889.4637269974
1 	 325889.598072052
1 	 325889.71892499924
1 	 325889.83866405487
1 	 325889.94694399834
1 	 325890.05571198463
1 	 325890.1638879776
1 	 325890.31058096886
1 	 325890.419960022
1 	 325890.526597023
1 	 325890.6347680092
1 	 325890.73916196823
1 	 325890.847342968
1 	 325890.9585760832
1 	 325891.07935106754
1 	 325891.1901819706
1 	 325891.2995350361
1 	 325891.40656101704
1 	 325891.5151669979
1 	 325891.6265310049
1 	 325892.45213997364
1 	 325892.5901030302
1 	 325892.70521605015
1 	 325892.8173099756
1 	 325892.9257199764
1 	 325893.0325040817
1 	 325893.1470950842
1 	 325893.2553240061
1 	 325893.363319993
1 	 325893.4664040804
1 	 325893.5791490078
1 	 325893.6851530075
1 	 325893.7873749733
1 	 325893.8930159807
1 	 325893.9974460602
1 	 325894.10603404045
1 	 325894.2090960741
1 	 325894.32269501686
1 	 325898.0751860142
1 	 325898.2159320116
1 	 325898.3398220539
1 	 325898.4531919956
1 	 325898.56319499016
1 	 325898.66964399815
1 	 325898.7766420841
1 	 325898.88266706467
1 	 325898.9852720499
1 	 325899.0913000107
1 	 325899.19696700573
1 	 325899.310806036
1 	 325899.41789603233
